	statussummary	status	asm	jira	sample	accession	species	coi	organelle	uli	common name	sex	genomic sex	ploidy	taxon	genus	family	order	phylum	BioSample	BioProject	darwin	vgp_orders	vgp_plus	asg	erga	25g	britain&ireland	dnazoo	cichlids	BADASS	rodents	jiggins	murchison	R&D	protist-microalgae	UKbutterflies	sts size (Mb)	est. size (Mb)	htzgy (%)	rep frac (%)	long read cov (gscope)	long read cov (sts)	10XG cov (gscope)	10XG cov (sts)	last_data	sts pacbio status (new)	sts hic status (new)	hic_from	PacBio	ONT	10XG	Htag	BioNano	HiC	RNAseq	IsoSeq	note or paper	raw data sub	submission todo	contig N50 (Mb)	contig count	scaffold N50 (Mb)	scaffold count	longest (Mb)	length (Mb)	BUSCO	QV	completeness	pipeline status	notes	runs
	1 submitted	12_public	mu2	RC-71	drMalDome10	GCA_916050505.1	Malus domestica	3			apple	H			3750	Malus	Rosaceae	Rosales	Streptophyta	SAMEA9197673	PRJEB47315	0						0										1,207	684	1.3	43	31	18	94	87	2021-11-30	COMPLETE	COMPLETE	drMalDome10,drMalDome11,drMalDome5,drMalDome58	●		●			●	●			3	done	32.84	53	37.91	41	56.40	652	C:98.3%[S:59.5%,D:38.8%],F:0.6%,M:1.1%,n:2326	60.8	96.0	hifiasm-0.15.3-r339+purge+polish+scaff		
	1 submitted	12_public	mu2	RC-72	drMalDome11	GCA_916612005.1	Malus domestica	3			apple	H			3750	Malus	Rosaceae	Rosales	Streptophyta	SAMEA9197674	PRJEB47315	0						0										1,207	676	1.3	42	42	15	92	85	2021-11-30	COMPLETE	COMPLETE	drMalDome10,drMalDome11,drMalDome5,drMalDome58	●		●			●	●			3	done	36.20	42	38.08	38	74.35	648	C:98.5%[S:59.9%,D:38.6%],F:0.6%,M:0.9%,n:2326	61.1	95.5	hifiasm-0.15.3-r339+purge+polish+scaff		
	1 submitted	12_public	mu2	RC-78	drMalDome5	GCA_916615385.1	Malus domestica	3			apple	H			3750	Malus	Rosaceae	Rosales	Streptophyta	SAMEA8717325	PRJEB47315	1						1										1,207	703	1.2	44	25	15	86	83	2021-11-30	UNKNOWN	COMPLETE	drMalDome10,drMalDome11,drMalDome5,drMalDome58	●		●			●	●			3	done	31.49	68	37.05	51	73.74	635	C:97.3%[S:58.3%,D:39.0%],F:0.9%,M:1.8%,n:2326	60.2	95.2	hifiasm-0.15.3-r339+purge+polish+scaff		
	1 submitted	12_public	mu2	RC-90	drMalDome58	GCA_916615275.1	Malus domestica	3			apple	U		3	3750	Malus	Rosaceae	Rosales	Streptophyta	SAMEA9239977	PRJEB47315	0						0										1,207	681	1.6	43	24	22	-	89	2021-12-09	UNKNOWN	COMPLETE	drMalDome10,drMalDome11,drMalDome5,drMalDome58	●		●			●	●			3	done	23.43	112	36.26	87	55.94	674	C:98.4%[S:56.7%,D:41.7%],F:0.6%,M:1.0%,n:2326	56.7	88.4	hifiasm-0.15.3-r339+purge+polish+scaff		
	1 submitted	12_public	mu2	RC-73	drMalSylv7	GCA_916048215.1	Malus sylvestris	3				H			3752	Malus	Rosaceae	Rosales	Tracheophyta	SAMEA9197672	PRJEB47316	1						1										837	713	1.0	46	25	22	87	125	2019-12-17	COMPLETE	COMPLETE	drMalSylv13,drMalSylv7	●		●			●	●			3	done	8.37	164	36.90	80	82.18	643	C:98.4%[S:59.4%,D:39.0%],F:0.6%,M:1.0%,n:2326	59.3	95.2	hifiasm-0.15.3-r339+purge+polish+scaff		
	1 submitted	12_public	cz3	RC-60	idCluTigr1	GCA_920105625.1	Clusia tigrina	3				M			576317	Clusia	Clusiidae	Diptera	Arthropoda	SAMEA7701567	PRJEB46850	1						1											1,010	0.6	56	31	69	30	145	2021-04-06	COMPLETE	COMPLETE	idCluTigr2	●		●			●				3	done	5.70	1,123	40.80	877	125.87	1,218	C:98.7%[S:97.2%,D:1.5%],F:0.3%,M:1.0%,n:1367	47.9	84.8	hifiasm-0.15.3-r339+purge+polish+salsa		
	1 submitted	12_public	kk16	GRIT-404	idCriBerb1	GCA_917880715.1	Criorhina berberina	3			dimorphic bear hoverfly	U	F		2663927	Criorhina	Syrphidae	Diptera	Arthropoda	SAMEA7701563	PRJEB45194	1						1											363	0.7	23	38		127		2021-07-19	COMPLETE	COMPLETE	idCriBerb1	●		●			●				3	done	34.10	238	85.80	214	90.20	417	C:99.3%[S:98.9%,D:0.4%],F:0.1%,M:0.6%,n:1367			hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	kk16	RC-69	idEupLati1	GCA_920104205.1	Eupeodes latifasciatus	3			meadow field syrph	U	F		1124558	Eupeodes	Syrphidae	Diptera	Arthropoda	SAMEA7746776	PRJEB47320	1						1										528	837	1.8	51	27	45	47	138	2020-10-05	COMPLETE	COMPLETE	idEupLati1	●		●			●	●			3	done	2.70	1,243	35.30	722	151.20	857	C:99.2%[S:97.0%,D:2.2%],F:0.2%,M:0.6%,n:1367	55.7	93.8	hifiasm-0.15.3-r339+purge+polish+salsa		
	1 submitted	12_public	mu2	GRIT-357	idPlaAlba1	GCA_916050605.1	Platycheirus albimanus	3			white-footed hoverfly	F			414846	Platycheirus	Syrphidae	Diptera	Arthropoda	SAMEA7520157	PRJEB45186	1						1											608	2.3	42	50		27		2020-08-28	COMPLETE	COMPLETE	idPlaAlba1	●		●			●	●			3	done	5.87	693	81.06	427	108.29	689	C:98.5%[S:96.6%,D:1.9%],F:0.6%,M:0.9%,n:1658	43.8		hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-288	idScaPyra1	GCA_905146935.1	Scaeva pyrastri	3			pied hoverfly	F			219539	Scaeva	Syrphidae	Diptera	Arthropoda	SAMEA7520160	PRJEB42145	1						1										528	309	2.1	15	119		119	123	2022-01-04	COMPLETE	COMPLETE	idScaPyra1	●		●			●	●			3	done	8.65	184	24.85	97	47.92	323	C:98.3%[S:97.6%,D:0.7%],F:0.9%,M:0.8%,n:1658			hifiasm+purge+mito+polish+salsa		
	1 submitted	12_public	mu2	GRIT-250	idSyrPipi1	GCA_905187475.1	Syritta pipiens	3			thick-legged hoverfly	F			34682	Syritta	Syrphidae	Diptera	Arthropoda	SAMEA7520166	PRJEB42144	1						1										528	310	1.4	12	44		123	122	2021-06-14	COMPLETE	COMPLETE	idSyrPipi1,idSyrPipi2	●		●			●	●			3	done; new hic	43.74	29	76.72	19	85.19	319	C:98.9%[S:98.1%,D:0.8%],F:0.4%,M:0.7%,n:1658	47.8		hicanu+purge+scaff10x		
	1 submitted	12_public	mu2	RC-22	idTheAcut1	GCA_914767995.1	Thecocarcelia acutangulata	3				U	F		1918310	Thecocarcelia	Tachinidae	Diptera	Arthropoda	SAMEA7746598	PRJEB46303	1						1											677	0.8	29	40		61		2021-06-01	COMPLETE	COMPLETE	idTheAcut1	●		●			●	●			3	done	32.01	106	112.91	82	135.51	694	C:99.0%[S:98.0%,D:1.0%],F:0.1%,M:0.9%,n:1367	48.0	99.2	hifiasm+purge+polish+mito+scaff		
	1 submitted	12_public	kk16	GRIT-396	idVolInan1	GCA_907269105.1	Volucella inanis	3			lesser hornet hoverfly	F			226151	Volucella	Syrphidae	Diptera	Arthropoda	SAMEA7520171	PRJEB44982	1						1										528	960	0.6	21	26		40	122	2020-09-09	COMPLETE	COMPLETE	idVolInan2,idVolInan3	●		●			●	●			3	done; idVolInan2 10x??	30.10	413	99.70	186	191.10	962	C:99.2%[S:98.8%,D:0.4%],F:0.0%,M:0.8%,n:1367	58.0		hicanu+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-286	idXylSylv2	GCA_905220385.1	Xylota sylvarum	3			golden-tailed hoverfly	M			374264	Xylota	Syrphidae	Diptera	Arthropoda	SAMEA7520173	PRJEB42947	1						1										528	472	0.8	27	34		48	108	2021-06-16	COMPLETE	COMPLETE	idXylSylv2	●		●			●	●			3	done	29.22	194	29.22	163	141.84	540	C:98.6%[S:98.1%,D:0.5%],F:0.6%,M:0.8%,n:1658			hifiasm+purge+mito+polish+salsa		
	1 submitted	12_public	cz3	RC-30	iiLimLuna2	GCA_917563855.1	Limnephilus lunatus	3				U	F		1218281	Limnephilus	Limnephilidae	Trichoptera	Arthropoda	SAMEA7521206	PRJEB46311	1						1											1,213	2.1	40	36		44		2021-06-16	COMPLETE	COMPLETE	iiLimLuna1	●		●			●	●			3	done	18.29	931	90.41	858	118.19	1,337	C:93.9%[S:92.4%,D:1.5%],F:4.0%,M:2.1%,n:1367	39.8	94.4	hifiasm-0.15.1-r334+purge+mito+polish+salsa		
	1 submitted	12_public	cz3	RC-31	iiLimMarm1	GCA_917880885.1	Limnephilus marmoratus	3				U	M		1271730	Limnephilus	Limnephilidae	Trichoptera	Arthropoda	SAMEA7520990	PRJEB46312	1						1											1,628	2.3	58	28		55		2021-06-28	COMPLETE	COMPLETE	iiLimMarm1,iiLimMarm3	●		●			●	●			3	done	7.66	1,415	49.64	1,173	69.90	1,728	C:94.4%[S:92.8%,D:1.6%],F:3.6%,M:2.0%,n:1367	40.7	95.6	hifiasm-0.15.1-r334+purge+mito+polish+salsa		
	1 submitted	12_public	kk16	RC-77	ilAclSpar1	GCA_923062465.1	Acleris sparsana	3			ashy button	U			758717	Acleris	Tortricidae	Lepidoptera	Arthropoda	SAMEA8603209	PRJEB47322	1						1										585	584	1.4	28	37	40	78	130	2021-08-31	COMPLETE	COMPLETE	ilAclSpar1	●		●			●				3	done	18.90	43	19.00	37	98.80	590	C:98.8%[S:98.2%,D:0.6%],F:0.4%,M:0.8%,n:1367	58.2	97.7	hifiasm-0.15.3-r339+purge		
	1 submitted	12_public	mu2	RC-91	ilAgoSubp1	GCA_922987775.1	Agonopterix subpropinquella	3			ruddy flat-body	U			1857958	Agonopterix	Depressariidae	Lepidoptera	Arthropoda	SAMEA7746629	PRJEB47465	1						1										585	657	1.9	43	28	33	63	134	2021-08-05	COMPLETE	COMPLETE	ilAgoSubp1	●		●			●				3	done	11.59	100	25.09	64	64.87	671	C:98.9%[S:97.7%,D:1.2%],F:0.5%,M:0.6%,n:1367	57.9	94.4	hifiasm-0.15.3-r339+purge		
	1 submitted	12_public	kk16	RC-40	ilAgrAura1	GCA_914767915.1	Agriopis aurantiaria	3			scarce umber	U	M		104476	Agriopis	Geometridae	Lepidoptera	Arthropoda	SAMEA8603214	PRJEB46315	1						1											479	0.7	26	35		90		2021-06-22	COMPLETE	COMPLETE	ilAgrAura1	●		●			●	●			3	done	14.80	66	17.80	52	24.00	488	C:98.8%[S:98.0%,D:0.8%],F:0.5%,M:0.7%,n:1367	55.7	97.4	hifiasm-0.15.3-r339+purge+mito+polish+salsa		
	1 submitted	12_public	kk16	RC-41	ilAgrCirc1	GCA_914767755.1	Agrochola circellaris	3			the brick	U	M		987866	Agrochola	Noctuidae	Lepidoptera	Arthropoda	SAMEA8603201	PRJEB46316	1						1											569	1.6	26	33		73		2021-06-22	COMPLETE	COMPLETE	ilAgrCirc1	●		●			●	●			3	done	19.70	39	19.70	36	32.50	572	C:99.1%[S:98.4%,D:0.7%],F:0.3%,M:0.6%,n:1367	54.8	96.2	hifiasm-0.15.1-r334+purge+mito+polish+salsa		
	1 submitted	12_public	cz3	RC-50	ilAgrMaci1	GCA_916701695.1	Agrochola macilenta	3			yellow-line quaker	U	F		987872	Agrochola	Noctuidae	Lepidoptera	Arthropoda	SAMEA8603207	PRJEB46326	1						1											672	0.5	32	28	27	117	181	2020-07-25	COMPLETE	COMPLETE	ilAgrMaci1	●		●			●	●			3	done	22.35	67	22.97	53	27.44	687	C:98.8%[S:98.0%,D:0.8%],F:0.4%,M:0.8%,n:1367	56.6	97.2	hifiasm-0.15.3-r339+purge+polish+salsa		
	1 submitted	12_public	mu2	GRIT-306	ilAmpTrag2	GCA_905220435.1	Amphipyra tragopoginis	3			mouse moth	U	M		689058	Amphipyra	Noctuidae	Lepidoptera	Arthropoda	SAMEA7520175	PRJEB42948	1						1										792	804	3.2	40	41		49	90	2020-09-11	COMPLETE	COMPLETE	ilAmpTrag2	●		●			●	●			3	done	23.47	57	27.17	45	37.34	817	C:98.6%[S:98.1%,D:0.5%],F:0.1%,M:1.3%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-284	ilAntCard3	GCA_905404175.1	Anthocharis cardamines	3			orange tip	F			227532	Anthocharis	Pieridae	Lepidoptera	Arthropoda	SAMEA7523110	PRJEB43792	1						1									1	316	346	2.8	37	69		97	192	2021-03-25	COMPLETE	COMPLETE	ilAntCard2	●		●			●				3	done	6.27	115	11.84	91	22.46	362	C:98.0%[S:96.6%,D:1.4%],F:0.8%,M:1.2%,n:1658			hicanu+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-393	ilApaMono1	GCA_911387795.1	Apamea monoglypha	3			dark arches	U	M		875885	Apamea	Noctuidae	Lepidoptera	Arthropoda	SAMEA7701555	PRJEB45191	1						1										650	583	1.6	27	25		60	91	2021-06-28	COMPLETE	COMPLETE	ilApaMono1	●		●			●				3	done	9.18	381	18.57	338	34.59	593	C:99.1%[S:97.7%,D:1.4%],F:0.4%,M:0.5%,n:1367	56.0		hifiasm+purge+polish+scaff		
	1 submitted	12_public	kk16	RC-76	ilAplEffo1	GCA_921293045.1	Aplocera efformata	3			lesser treble-bar	U	F		934917	Aplocera	Geometridae	Lepidoptera	Arthropoda	SAMEA8603170	PRJEB47323	1						1										692	343	0.7	15	53	28	128	109	2020-10-13	COMPLETE	COMPLETE	ilAplEffo1	●		●			●	●			3	done	12.50	56	12.50	56	19.00	350	C:98.7%[S:98.2%,D:0.5%],F:0.7%,M:0.6%,n:1367	55.8	98.2	hifiasm-0.15.3-r339+purge		
	1 submitted	12_public	mu2	GRIT-294	ilApoTurb1	GCA_905147355.1	Apotomis turbidana	3			white-shouldered marble	U	M		1100916	Apotomis	Tortricidae	Lepidoptera	Arthropoda	SAMEA7520681	PRJEB42113	1						1										585	728	0.6	41	32		52	109	2020-08-18	COMPLETE	COMPLETE	ilApoTurb1	●		●			●				3	done	14.59	115	24.83	86	63.74	732	C:97.9%[S:96.0%,D:1.9%],F:0.8%,M:1.3%,n:1658			hifiasm+purge+mito+polish+salsa		
	1 submitted	12_public	kk16	GRIT-273	ilAriAges1	GCA_905147365.1	Aricia agestis	3			brown argus	U	M		91739	Aricia	Lycaenidae	Lepidoptera	Arthropoda	SAMEA7523300	PRJEB42115	1						1									1	225	437	1.6	40	54		85	303	2022-01-04	COMPLETE	COMPLETE	ilAriAges1,ilAriAges2	●		●			●				3	done	17.80	56	19.00	53	42.20	440	C:98.3%[S:97.7%,D:0.6%],F:0.4%,M:1.3%,n:1658			hifiasm+purge+polish+mito+salsa 		
	1 submitted	12_public	sm15	GRIT-322	ilAteCent1	GCA_905333075.2	Atethmia centrago	3			centre-barred sallow	U	M		988071	Atethmia	Noctuidae	Lepidoptera	Arthropoda	SAMEA7520177	PRJEB43531	1						1										721	935	0.2	39	29		42	89	2020-11-16	COMPLETE	COMPLETE	ilAteCent1,ilAteCent2	●		●			●	●			3	done; new hic	26.61	78	31.59	63	64.21	927	C:98.1%[S:97.4%,D:0.7%],F:0.4%,M:1.5%,n:1658	58.5		hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-334	ilAutPulc1	GCA_905475315.1	Autographa pulchrina	3			beautiful golden Y	U	F		987893	Autographa	Noctuidae	Lepidoptera	Arthropoda	SAMEA7520527	PRJEB43793	1						1										721	384	2.1	26	47		80	84	2021-04-07	COMPLETE	COMPLETE	ilAutPulc1	●		●			●	●			3	done	10.31	231	12.84	205	27.17	432	C:96.5%[S:95.8%,D:0.7%],F:0.4%,M:3.1%,n:1658			hicanu+purge+polish+mito+salsa		
	1 submitted	12_public	kk16	GRIT-410	ilBemIchn1	GCA_910589475.1	Bembecia ichneumoniformis	3			six-belted clearwing	M			301037	Bembecia	Sesiidae	Lepidoptera	Arthropoda	SAMEA7701282	PRJEB45128	1						1										585	497	0.7	26	30		93	143	2020-12-17	COMPLETE	COMPLETE	ilBemIchn1	●		●			●				3	done	15.60	72	17.70	58	21.70	512	C:99.1%[S:98.2%,D:0.9%],F:0.4%,M:0.5%,n:1367	61.7		hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-341	ilBlaAdus2	GCA_907269095.1	Blastobasis adustella	3			dingy dowd	U	F		1869501	Blastobasis	Blastobasidae	Lepidoptera	Arthropoda	SAMEA7520179	PRJEB44983	1						1										585	540	1.6	35	50		73	118	2020-01-30	COMPLETE	COMPLETE	ilBlaAdus1,ilBlaAdus2	●		●			●				3	done; 35778_2#3 hic fail	17.99	103	18.29	99	35.84	561	C:98.1%[S:97.2%,D:0.9%],F:0.6%,M:1.3%,n:1658			hifiasm+purge		
	1 submitted	12_public	mu2	GRIT-238	ilBlaLact1	GCA_905147135.1	Blastobasis lacticolella	3			London dowd	U	M		2561016	Blastobasis	Blastobasidae	Lepidoptera	Arthropoda	SAMEA7519826	PRJEB42117	1						1										585	588	2.8	39	32		63	122	2021-06-15	COMPLETE	COMPLETE	ilBlaLact1	●		●			●				3	done	11.47	304	18.58	266	35.38	613	C:97.8%[S:95.7%,D:2.1%],F:0.7%,M:1.5%,n:1658	55.0		hicanu+purge+freebayes+salsa		
	1 submitted	12_public	kk16	RC-2	ilCamMarg1	GCA_912999815.1	Campaea margaritaria	3			light emerald	U	M		934813	Campaea	Geometridae	Lepidoptera	Arthropoda	SAMEA7701535	PRJEB45206	1						1										935	333	0.6	18	48		115	70	2021-05-02	COMPLETE	COMPLETE	ilCamMarg1	●		●			●				3	done	11.90	121	12.10	119	18.70	345	C:99.0%[S:98.7%,D:0.3%],F:0.4%,M:0.6%,n:1367	50.4	98.4	hifiasm+purge		
	1 submitted	12_public	cz3	GRIT-417	ilCarQuer1	GCA_910589575.1	Carcina quercana	3			long-horned flat-body	U	M		116121	Carcina	Oecophoridae	Lepidoptera	Arthropoda	SAMEA7519850	PRJEB45132	1						1										585	399	0.7	19	57		99	125	2021-04-08	COMPLETE	COMPLETE	ilCarQuer2	●		●			●				3	done	13.03	59	14.27	48	23.88	411	C:99.2%[S:98.5%,D:0.7%],F:0.4%,M:0.4%,n:1367	63.6	98.2	hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	kk16	GRIT-407	ilChrCulm1	GCA_910589605.1	Chrysoteuchia culmella	3			garden grass-veneer	U	M		1594250	Chrysoteuchia	Crambidae	Lepidoptera	Arthropoda	SAMEA7701502	PRJEB45126	1						1										601	649	1.5	35	43		56	99	2020-12-24	COMPLETE	COMPLETE	ilChrCulm2	●		●			●	●			3	done	18.10	97	21.60	78	31.00	651	C:98.9%[S:98.2%,D:0.7%],F:0.5%,M:0.6%,n:1367			hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-355	ilCloCurt1	GCA_905475355.1	Clostera curtula	3			chocolate tip	U	F		987902	Clostera	Notodontidae	Lepidoptera	Arthropoda	SAMEA7520526	PRJEB43795	1						1										352	505	1.2	34	24		77	161	2020-05-31	COMPLETE	COMPLETE	ilCloCurt1	●		●			●	●			3	done	6.77	145	14.62	92	21.74	515	C:98.4%[S:97.2%,D:1.2%],F:0.4%,M:1.2%,n:1658	56.3		hifiasm+purge+NUMTmito+polish+scaff		
	1 submitted	12_public	kk16	GRIT-296	ilCraLigu1	GCA_905163465.1	Craniophora ligustri	3			coronet	U	F		938226	Craniophora	Noctuidae	Lepidoptera	Arthropoda	SAMEA7519852	PRJEB42120	1						1										721	422	0.4	20	21		88	76	2021-06-20	COMPLETE	COMPLETE	ilCraLigu1	●	●	●			●	●			3	done; ont	12.20	97	14.80	75	18.40	439	C:98.5%[S:97.7%,D:0.8%],F:0.5%,M:1.0%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	kk16	GRIT-403	ilCroElin1	GCA_907269065.1	Crocallis elinguaria	3			scalloped oak	U	F		934829	Crocallis	Geometridae	Lepidoptera	Arthropoda	SAMEA7701527	PRJEB44984	1						1										935	422	1.4	27	44		103	78	2020-08-18	COMPLETE	COMPLETE	ilCroElin1	●		●			●				3	done	28.50	36	28.50	34	38.70	430	C:95.8%[S:94.6%,D:1.2%],F:1.7%,M:2.5%,n:1367	57.6		hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-279	ilCyaSemi1	GCA_905187585.1	Cyaniris semiargus	3			mazarine blue	M			988025	Cyaniris	Lycaenidae	Lepidoptera	Arthropoda	SAMEA7523311	PRJEB42123	1						1									1	225	434	1.2	33	42		77	263	2021-04-26	COMPLETE	COMPLETE	ilCyaSemi1	●		●			●				3	done	17.93	95	19.36	91	28.31	444	C:98.1%[S:97.8%,D:0.3%],F:0.5%,M:1.4%,n:1658			hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	mu2	GRIT-415	ilCydSple1	GCA_910591565.1	Cydia splendana	3			marbled piercer	U	F		1100963	Cydia	Tortricidae	Lepidoptera	Arthropoda	SAMEA7701547	PRJEB45179	1						1										585	591	1.4	44	36		66	114	2021-06-28	COMPLETE	COMPLETE	ilCydSple2	●		●			●	●			3	done	5.78	209	-	-	20.24	650	C:99.2%[S:98.2%,D:1.0%],F:0.4%,M:0.4%,n:1367			hifiasm+purge		
	1 submitted	12_public	mu2	RC-44	ilDryErem1	GCA_917490735.1	Dryobotodes eremita	3			brindled green	U	F		988106	Dryobotodes	Noctuidae	Lepidoptera	Arthropoda	SAMEA8603190	PRJEB46319	1						1											679	1.8	33	28	28	55	89	2021-06-16	COMPLETE	COMPLETE	ilDryErem1	●		●			●	●			3	done	22.62	114	23.15	102	35.08	716	C:99.2%[S:98.8%,D:0.4%],F:0.4%,M:0.4%,n:1367	56.4	97.2	hifiasm-0.15.3-r339+purge+mito+polish+scaff		
	1 submitted	12_public	kk16	RC-29	ilEilDepe1	GCA_914767945.1	Eilema depressum	3			buff footman	U	M		987419	Eilema	Erebidae	Lepidoptera	Arthropoda	SAMEA7746611	PRJEB46309	1						1											615	2.0	34	54		109		2021-06-16	COMPLETE	COMPLETE	ilEilDepe1	●		●			●	●			3	done	21.70	41	22.10	36	46.00	622	C:99.2%[S:98.5%,D:0.7%],F:0.3%,M:0.5%,n:1367	59.2	97.3	hifiasm-0.15.3-r339+purge+mito+polish+salsa		
	1 submitted	12_public	kk16	RC-24	ilEilSoro1	GCA_914829495.1	Eilema sororcula	3			orange footman	U	M		987424	Eilema	Erebidae	Lepidoptera	Arthropoda	SAMEA7631555	PRJEB46305	1						1											744	1.9	41	43		93		2021-06-28	COMPLETE	COMPLETE	ilEilSoro1	●		●			●				3	done	11.80	191	24.00	129	51.80	735	C:98.6%[S:98.2%,D:0.4%],F:0.7%,M:0.7%,n:1367	58.3	97.3	hifiasm-0.15.3-r339+purge+mito+polish+salsa		
	1 submitted	12_public	mu2	RC-48	ilEmmMono1	GCA_916618145.1	Emmelina monodactyla	3			common plume	U	F		467774	Emmelina	Pterophoridae	Lepidoptera	Arthropoda	SAMEA8603203	PRJEB46324	1						1											297	2.0	32	38	24	99	104	2020-02-04	COMPLETE	COMPLETE	ilEmmMono1	●		●			●				3	done	10.27	63	10.35	52	16.35	316	C:99.1%[S:98.1%,D:1.0%],F:0.1%,M:0.8%,n:1367	54.4	96.6	hifiasm-0.15.3-r339+mito+purge+polish+scaff		
	1 submitted	12_public	mu2	GRIT-260	ilEndFlam1	GCA_905163395.1	Endotricha flammealis	3			rose-flounced tabby	U	F		1101095	Endotricha	Pyralidae	Lepidoptera	Arthropoda	SAMEA7519855	PRJEB42124	1						1										601	471	1.5	35	19		86	111	2020-09-07	COMPLETE	COMPLETE	ilEndFlam1	●		●			●				3	done	3.30	577	16.00	293	24.08	484	C:98.5%[S:96.8%,D:1.7%],F:0.4%,M:1.1%,n:1658	55.0		hifiasm+purge+freebayes+3ddna		
	1 submitted	12_public	mu2	GRIT-287	ilEnnFusc2	GCA_905220475.1	Ennomos fuscantarius	3			dusky thorn	U	M		722662	Ennomos	Geometridae	Lepidoptera	Arthropoda	SAMEA7520185	PRJEB42951	1						1										935	440	0.1	28	52		85	60	2021-03-25	COMPLETE	COMPLETE	ilEnnFusc2	●		●			●	●			3	done	15.53	45	15.63	44	19.17	445	C:98.7%[S:98.1%,D:0.6%],F:0.2%,M:1.1%,n:1658			hifiasm+purge+mito+polish+salsa		
	1 submitted	12_public	kk16	GRIT-398	ilEnnQuei1	GCA_910589525.1	Ennomos quercinarius	3			August thorn	U	M		875883	Ennomos	Geometridae	Lepidoptera	Arthropoda	SAMEA7701560	PRJEB45117	1						1										935	489	0.2	32	47		105	94	2020-08-18	COMPLETE	COMPLETE	ilEnnQuei1	●		●			●				3	done	16.10	54	17.40	45	20.80	497	C:98.9%[S:98.2%,D:0.7%],F:0.3%,M:0.8%,n:1367	58.0		hifiasm+purge+polish+mito+salsa		
	1 submitted	12_public	kk16	GRIT-275	ilEreLige1	GCA_917051295.1	Erebia ligea	3			Arran brown	U	M		111903	Erebia	Nymphalidae	Lepidoptera	Arthropoda	SAMEA7523313	PRJEB42125	1						1									1	479	505	1.8	38	34		63	116	2020-03-25	COMPLETE	COMPLETE	ilEreLige1	●		●			●				3	done	15.42	319	17.90	306	23.00	541	C:97.5%[S:94.8%,D:2.7%],F:0.4%,M:2.1%,n:1658			hifiasm+purge+polish+mito+salsa 		
	1 submitted	12_public	mu2	GRIT-247	ilEryTage1	GCA_905147235.1	Erynnis tages	3			dingy skipper	U	M		520884	Erynnis	Hesperiidae	Lepidoptera	Arthropoda	SAMEA7523299	PRJEB42126	1						1									1	525	328	1.8	20	29		112	124	2021-07-30	COMPLETE	COMPLETE	ilEryTage1	●		●			●				3	done	8.08	127	11.73	91	17.50	333	C:98.1%[S:97.6%,D:0.5%],F:0.5%,M:1.4%,n:1658	58.0		hicanu+purge+freebayes+salsa		
	1 submitted	12_public	cz3	RC-67	ilEulPrun1	GCA_918843925.1	Eulithis prunata	3			the phoenix	U	M		934839	Eulithis	Geometridae	Lepidoptera	Arthropoda	SAMEA7701309	PRJEB46849	1						1										692	259	0.7	17	69	27	177	114	2021-07-04	COMPLETE	COMPLETE	ilEulPrun1	●		●			●				3	done	9.04	135	9.42	131	12.42	270	C:98.5%[S:97.8%,D:0.7%],F:0.7%,M:0.8%,n:1367	59.1	98.7	hifiasm-0.15.3-r339+purge+polish+mito+scaff		
	1 submitted	12_public	cz3	RC-61	ilEupLuci1	GCA_921972225.1	Euplexia lucipara	3			small angle shades	U	M		987933	Euplexia	Noctuidae	Lepidoptera	Arthropoda	SAMEA7701470	PRJEB46851	1						1											656	1.9	32	26	31	51	97	2021-11-07	COMPLETE	COMPLETE	ilEupLuci1	●		●			●				3	done	14.58	178	22.42	141	36.42	674	C:99.4%[S:98.7%,D:0.7%],F:0.2%,M:0.4%,n:1367	56.5	97.3	hifiasm-0.15.3-r339+purge+polish+salsa		
	1 submitted	12_public	mu2	RC-43	ilEupTran1	GCA_914767815.1	Eupsilia transversa	3			the satellite	U	M		116130	Eupsilia	Noctuidae	Lepidoptera	Arthropoda	SAMEA8563699	PRJEB46318	1						1										721	445	1.4	20	29	19	53	55	2020-09-07	COMPLETE	COMPLETE	ilEupTran1	●		●			●	●			3	done; should m64125e_210820_220621 be included? m64174e_211107_183128 arrived post-submission	15.28	51	15.28	44	20.78	467	C:99.2%[S:98.9%,D:0.3%],F:0.4%,M:0.4%,n:1367	51.0	97.3	hifiasm-0.15.3-r339+purge+mito+polish+scaff		
